trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1255,False,"{'a': 0.5, 'e': 1.0}",20,0,-91.9131058003173,"{0: 11, 1: 5, 2: 2, 3: 1, 4: 1}",0
1256,False,"{'a': 0.5, 'e': 1.0}",25,0,-178.29357689408602,"{0: 13, 1: 2, 2: 6, 3: 2, 4: 2}",0
1257,False,"{'a': 0.5, 'e': 1.0}",20,0,-76.61238613914007,"{0: 11, 1: 2, 2: 6, 3: 1, 4: 0}",0
1258,False,"{'a': 0.5, 'e': 1.0}",20,0,-88.63977648597526,"{0: 10, 1: 2, 2: 7, 3: 1, 4: 0}",0
1259,False,"{'a': 0.5, 'e': 1.0}",20,11,-1.878831962822101,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
1260,False,"{'a': 0.5, 'e': 1.0}",25,0,-234.8035590232374,"{0: 13, 1: 2, 2: 4, 3: 2, 4: 4}",0
1261,False,"{'a': 0.5, 'e': 1.0}",25,7,-103.54353474475137,"{0: 11, 1: 2, 2: 3, 3: 0, 4: 2}",1
1262,False,"{'a': 0.5, 'e': 1.0}",20,0,-100.26586790601237,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
1263,False,"{'a': 0.5, 'e': 1.0}",25,0,-72.86884848771454,"{0: 20, 1: 2, 2: 1, 3: 0, 4: 2}",0
1264,False,"{'a': 0.5, 'e': 1.0}",20,0,-83.12156020190679,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
1265,False,"{'a': 0.5, 'e': 1.0}",25,0,-188.88827866409227,"{0: 13, 1: 3, 2: 5, 3: 1, 4: 3}",0
1266,False,"{'a': 0.5, 'e': 1.0}",30,0,-172.84741113843694,"{0: 19, 1: 2, 2: 6, 3: 0, 4: 3}",0
1267,False,"{'a': 0.5, 'e': 1.0}",25,0,-175.74324802290127,"{0: 14, 1: 4, 2: 3, 3: 1, 4: 3}",0
1268,False,"{'a': 0.5, 'e': 1.0}",35,0,-291.86451568671384,"{0: 20, 1: 6, 2: 2, 3: 1, 4: 6}",0
1269,False,"{'a': 0.5, 'e': 1.0}",25,0,-233.09314566010045,"{0: 12, 1: 1, 2: 8, 3: 0, 4: 4}",0
1270,False,"{'a': 0.5, 'e': 1.0}",20,0,-122.69943902128499,"{0: 10, 1: 2, 2: 6, 3: 1, 4: 1}",0
1271,False,"{'a': 0.5, 'e': 1.0}",25,0,-104.02745196375282,"{0: 15, 1: 2, 2: 7, 3: 0, 4: 1}",0
1272,False,"{'a': 0.5, 'e': 1.0}",20,0,-125.21707436236966,"{0: 11, 1: 4, 2: 2, 3: 1, 4: 2}",0
1273,False,"{'a': 0.5, 'e': 1.0}",20,0,-106.40832717478924,"{0: 13, 1: 0, 2: 4, 3: 2, 4: 1}",0
1274,False,"{'a': 0.5, 'e': 1.0}",20,0,-49.220511784785046,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
1275,False,"{'a': 0.5, 'e': 1.0}",25,0,-94.66907405777943,"{0: 15, 1: 4, 2: 5, 3: 0, 4: 1}",0
1276,False,"{'a': 0.5, 'e': 1.0}",20,0,-36.17087368556912,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
1277,False,"{'a': 0.5, 'e': 1.0}",20,0,-152.8047003977901,"{0: 9, 1: 1, 2: 8, 3: 0, 4: 2}",0
1278,False,"{'a': 0.5, 'e': 1.0}",25,0,-107.79369725589808,"{0: 16, 1: 2, 2: 4, 3: 2, 4: 1}",0
1279,False,"{'a': 0.5, 'e': 1.0}",25,0,-64.22966183222158,"{0: 14, 1: 6, 2: 5, 3: 0, 4: 0}",0
1280,False,"{'a': 0.5, 'e': 1.0}",25,0,-139.77548443852504,"{0: 17, 1: 0, 2: 4, 3: 2, 4: 2}",0
1281,False,"{'a': 0.5, 'e': 1.0}",20,0,-92.48251380995919,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
1282,False,"{'a': 0.5, 'e': 1.0}",30,0,-205.88128881656493,"{0: 18, 1: 3, 2: 5, 3: 0, 4: 4}",0
1283,False,"{'a': 0.5, 'e': 1.0}",30,0,-205.0696501600192,"{0: 15, 1: 6, 2: 5, 3: 1, 4: 3}",0
1284,False,"{'a': 0.5, 'e': 1.0}",20,0,-76.07612243482639,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
1285,False,"{'a': 0.5, 'e': 1.0}",20,0,-140.44221785448607,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
1286,False,"{'a': 0.5, 'e': 1.0}",20,0,-56.75215838819815,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
1287,False,"{'a': 0.5, 'e': 1.0}",25,0,-90.06659459853397,"{0: 14, 1: 3, 2: 7, 3: 1, 4: 0}",0
1288,False,"{'a': 0.5, 'e': 1.0}",25,0,-109.15387597176313,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
1289,False,"{'a': 0.5, 'e': 1.0}",25,0,-80.0337115729843,"{0: 19, 1: 2, 2: 1, 3: 2, 4: 1}",0
1290,False,"{'a': 0.5, 'e': 1.0}",20,7,-37.78323031649614,"{0: 8, 1: 2, 2: 2, 3: 1, 4: 0}",1
1291,False,"{'a': 0.5, 'e': 1.0}",25,0,-159.02332632537187,"{0: 12, 1: 4, 2: 7, 3: 0, 4: 2}",0
1292,False,"{'a': 0.5, 'e': 1.0}",25,0,-151.69545609009353,"{0: 13, 1: 3, 2: 7, 3: 0, 4: 2}",0
1293,False,"{'a': 0.5, 'e': 1.0}",25,0,-220.07095404977505,"{0: 15, 1: 1, 2: 3, 3: 2, 4: 4}",0
1294,False,"{'a': 0.5, 'e': 1.0}",20,0,-126.22022791138495,"{0: 8, 1: 8, 2: 2, 3: 0, 4: 2}",0
1295,False,"{'a': 0.5, 'e': 1.0}",20,0,-75.85973791529588,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
1296,False,"{'a': 0.5, 'e': 1.0}",25,0,-39.4675858863915,"{0: 18, 1: 3, 2: 4, 3: 0, 4: 0}",0
1297,False,"{'a': 0.5, 'e': 1.0}",20,0,-68.46724109528964,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
1298,False,"{'a': 0.5, 'e': 1.0}",30,0,-196.55553234215918,"{0: 17, 1: 2, 2: 7, 3: 1, 4: 3}",0
1299,False,"{'a': 0.5, 'e': 1.0}",25,0,-86.24550279438954,"{0: 16, 1: 3, 2: 5, 3: 0, 4: 1}",0
1300,False,"{'a': 0.5, 'e': 1.0}",25,0,-152.4761966877157,"{0: 15, 1: 2, 2: 4, 3: 2, 4: 2}",0
1301,False,"{'a': 0.5, 'e': 1.0}",25,0,-100.66327556342809,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 2}",0
1302,False,"{'a': 0.5, 'e': 1.0}",30,0,-159.84875526787633,"{0: 19, 1: 1, 2: 6, 3: 2, 4: 2}",0
1303,False,"{'a': 0.5, 'e': 1.0}",25,0,-227.24679776209143,"{0: 10, 1: 2, 2: 9, 3: 1, 4: 3}",0
1304,False,"{'a': 0.5, 'e': 1.0}",20,0,-141.44055797904736,"{0: 10, 1: 3, 2: 4, 3: 1, 4: 2}",0
1305,False,"{'a': 0.5, 'e': 1.0}",20,0,-90.15594864491295,"{0: 11, 1: 1, 2: 6, 3: 2, 4: 0}",0
1306,False,"{'a': 0.5, 'e': 1.0}",20,0,-85.82217232963133,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
1307,False,"{'a': 0.5, 'e': 1.0}",25,0,-135.51833472353536,"{0: 15, 1: 1, 2: 7, 3: 0, 4: 2}",0
1308,False,"{'a': 0.5, 'e': 1.0}",25,0,-45.68858957372653,"{0: 18, 1: 4, 2: 2, 3: 1, 4: 0}",0
1309,False,"{'a': 0.5, 'e': 1.0}",25,0,-201.98827163379656,"{0: 14, 1: 0, 2: 7, 3: 1, 4: 3}",0
1310,False,"{'a': 0.5, 'e': 1.0}",30,13,-119.36756724298533,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 3}",1
1311,False,"{'a': 0.5, 'e': 1.0}",35,0,-238.44795762551914,"{0: 17, 1: 8, 2: 6, 3: 0, 4: 4}",0
1312,False,"{'a': 0.5, 'e': 1.0}",25,0,-89.80366696034206,"{0: 17, 1: 3, 2: 3, 3: 1, 4: 1}",0
1313,False,"{'a': 0.5, 'e': 1.0}",25,0,-45.22853843563434,"{0: 16, 1: 5, 2: 4, 3: 0, 4: 0}",0
1314,False,"{'a': 0.5, 'e': 1.0}",25,9,-44.78373840793389,"{0: 10, 1: 2, 2: 3, 3: 1, 4: 0}",1
1315,False,"{'a': 0.5, 'e': 1.0}",25,0,-87.54095039761602,"{0: 16, 1: 1, 2: 7, 3: 1, 4: 0}",0
1316,False,"{'a': 0.5, 'e': 1.0}",20,0,-116.77818529804006,"{0: 10, 1: 5, 2: 2, 3: 2, 4: 1}",0
1317,False,"{'a': 0.5, 'e': 1.0}",20,0,-162.75193393701008,"{0: 11, 1: 1, 2: 5, 3: 0, 4: 3}",0
1318,False,"{'a': 0.5, 'e': 1.0}",20,0,-179.3626912582503,"{0: 7, 1: 3, 2: 7, 3: 1, 4: 2}",0
1319,False,"{'a': 0.5, 'e': 1.0}",30,0,-177.1002090965591,"{0: 16, 1: 3, 2: 8, 3: 1, 4: 2}",0
1320,False,"{'a': 0.5, 'e': 1.0}",25,0,-186.36092734475596,"{0: 15, 1: 3, 2: 3, 3: 0, 4: 4}",0
1321,False,"{'a': 0.5, 'e': 1.0}",20,0,-157.72489429914964,"{0: 11, 1: 2, 2: 2, 3: 3, 4: 2}",0
1322,False,"{'a': 0.5, 'e': 1.0}",30,0,-120.13737044241188,"{0: 21, 1: 2, 2: 5, 3: 0, 4: 2}",0
1323,False,"{'a': 0.5, 'e': 1.0}",20,0,-97.14357862518553,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
1324,False,"{'a': 0.5, 'e': 1.0}",20,0,-93.35412781682935,"{0: 11, 1: 4, 2: 4, 3: 0, 4: 1}",0
1325,False,"{'a': 0.5, 'e': 1.0}",25,0,-57.93084462585569,"{0: 14, 1: 7, 2: 4, 3: 0, 4: 0}",0
1326,False,"{'a': 0.5, 'e': 1.0}",25,0,-79.97617042206645,"{0: 17, 1: 4, 2: 2, 3: 1, 4: 1}",0
1327,False,"{'a': 0.5, 'e': 1.0}",35,0,-257.62265847494194,"{0: 19, 1: 6, 2: 5, 3: 0, 4: 5}",0
1328,False,"{'a': 0.5, 'e': 1.0}",25,0,-160.9165012946579,"{0: 14, 1: 1, 2: 5, 3: 4, 4: 1}",0
1329,False,"{'a': 0.5, 'e': 1.0}",20,0,-87.07481353689117,"{0: 12, 1: 4, 2: 2, 3: 1, 4: 1}",0
1330,False,"{'a': 0.5, 'e': 1.0}",30,0,-123.38737578024171,"{0: 18, 1: 3, 2: 7, 3: 1, 4: 1}",0
1331,False,"{'a': 0.5, 'e': 1.0}",30,0,-78.63314919698058,"{0: 18, 1: 5, 2: 6, 3: 1, 4: 0}",0
1332,False,"{'a': 0.5, 'e': 1.0}",25,0,-158.28088785897512,"{0: 13, 1: 3, 2: 6, 3: 1, 4: 2}",0
1333,False,"{'a': 0.5, 'e': 1.0}",25,0,-83.85229248368975,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
1334,False,"{'a': 0.5, 'e': 1.0}",25,0,-133.34779577100085,"{0: 14, 1: 0, 2: 10, 3: 0, 4: 1}",0
1335,False,"{'a': 0.5, 'e': 1.0}",30,0,-147.05223837057244,"{0: 16, 1: 5, 2: 6, 3: 2, 4: 1}",0
1336,False,"{'a': 0.5, 'e': 1.0}",25,0,-192.98304412245992,"{0: 13, 1: 2, 2: 6, 3: 1, 4: 3}",0
1337,False,"{'a': 0.5, 'e': 1.0}",20,0,-59.36139618843649,"{0: 14, 1: 1, 2: 3, 3: 2, 4: 0}",0
1338,False,"{'a': 0.5, 'e': 1.0}",30,0,-190.05828930250877,"{0: 16, 1: 4, 2: 7, 3: 0, 4: 3}",0
1339,False,"{'a': 0.5, 'e': 1.0}",25,0,-87.22647249037995,"{0: 14, 1: 7, 2: 3, 3: 0, 4: 1}",0
1340,False,"{'a': 0.5, 'e': 1.0}",20,0,-91.46583816065987,"{0: 10, 1: 2, 2: 7, 3: 1, 4: 0}",0
1341,False,"{'a': 0.5, 'e': 1.0}",25,8,-133.56479869528667,"{0: 9, 1: 1, 2: 4, 3: 1, 4: 2}",1
1342,False,"{'a': 0.5, 'e': 1.0}",25,0,-104.12747264874494,"{0: 16, 1: 3, 2: 4, 3: 1, 4: 1}",0
1343,False,"{'a': 0.5, 'e': 1.0}",20,1,-112.50880111718995,"{0: 11, 1: 4, 2: 2, 3: 0, 4: 2}",1
1344,False,"{'a': 0.5, 'e': 1.0}",20,0,-97.16358589988648,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
1345,False,"{'a': 0.5, 'e': 1.0}",20,1,-71.8094915457508,"{0: 11, 1: 5, 2: 2, 3: 0, 4: 1}",1
1346,False,"{'a': 0.5, 'e': 1.0}",20,0,-153.7066575166527,"{0: 9, 1: 2, 2: 6, 3: 1, 4: 2}",0
1347,False,"{'a': 0.5, 'e': 1.0}",25,5,-83.81317994905267,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",1
1348,False,"{'a': 0.5, 'e': 1.0}",20,13,-29.80348533440999,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
1349,False,"{'a': 0.5, 'e': 1.0}",20,0,-94.26256702822364,"{0: 12, 1: 4, 2: 2, 3: 1, 4: 1}",0
1350,False,"{'a': 0.5, 'e': 1.0}",20,0,-111.39362376809157,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
1351,False,"{'a': 0.5, 'e': 1.0}",20,0,-96.6004431917243,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
1352,False,"{'a': 0.5, 'e': 1.0}",30,0,-139.46391949661376,"{0: 20, 1: 2, 2: 5, 3: 1, 4: 2}",0
1353,False,"{'a': 0.5, 'e': 1.0}",25,0,-114.66055029103423,"{0: 17, 1: 3, 2: 2, 3: 1, 4: 2}",0
1354,False,"{'a': 0.5, 'e': 1.0}",25,0,-84.07738464922144,"{0: 15, 1: 6, 2: 3, 3: 0, 4: 1}",0
1355,False,"{'a': 0.5, 'e': 1.0}",20,0,-132.273447559178,"{0: 14, 1: 0, 2: 1, 3: 3, 4: 2}",0
1356,False,"{'a': 0.5, 'e': 1.0}",20,0,-167.64088659338438,"{0: 8, 1: 1, 2: 9, 3: 0, 4: 2}",0
1357,False,"{'a': 0.5, 'e': 1.0}",20,0,-54.80759634553432,"{0: 11, 1: 4, 2: 5, 3: 0, 4: 0}",0
1358,False,"{'a': 0.5, 'e': 1.0}",30,0,-204.4006724930387,"{0: 17, 1: 5, 2: 4, 3: 0, 4: 4}",0
1359,False,"{'a': 0.5, 'e': 1.0}",35,11,-72.05440169111958,"{0: 16, 1: 4, 2: 3, 3: 0, 4: 1}",1
1360,False,"{'a': 0.5, 'e': 1.0}",25,0,-201.2090848090163,"{0: 11, 1: 2, 2: 7, 3: 3, 4: 2}",0
1361,False,"{'a': 0.5, 'e': 1.0}",30,0,-148.63882611919666,"{0: 18, 1: 4, 2: 5, 3: 1, 4: 2}",0
1362,False,"{'a': 0.5, 'e': 1.0}",25,0,-78.62240997923007,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
1363,False,"{'a': 0.5, 'e': 1.0}",25,4,-114.45312337089784,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 2}",1
1364,False,"{'a': 0.5, 'e': 1.0}",20,0,-158.5482671258324,"{0: 6, 1: 3, 2: 9, 3: 1, 4: 1}",0
1365,False,"{'a': 0.5, 'e': 1.0}",20,0,-105.39954053048685,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
1366,False,"{'a': 0.5, 'e': 1.0}",30,0,-173.16894875443472,"{0: 18, 1: 5, 2: 4, 3: 0, 4: 3}",0
1367,False,"{'a': 0.5, 'e': 1.0}",30,0,-188.4315373649493,"{0: 17, 1: 2, 2: 8, 3: 0, 4: 3}",0
1368,False,"{'a': 0.5, 'e': 1.0}",35,0,-177.43089692994965,"{0: 21, 1: 3, 2: 8, 3: 1, 4: 2}",0
1369,False,"{'a': 0.5, 'e': 1.0}",20,0,-178.4789291074205,"{0: 7, 1: 5, 2: 4, 3: 2, 4: 2}",0
1370,False,"{'a': 0.5, 'e': 1.0}",25,14,-66.09082744068937,"{0: 6, 1: 0, 2: 4, 3: 0, 4: 1}",1
1371,False,"{'a': 0.5, 'e': 1.0}",25,9,-79.08145831322828,"{0: 11, 1: 1, 2: 1, 3: 2, 4: 1}",1
1372,False,"{'a': 0.5, 'e': 1.0}",25,0,-173.72982137651815,"{0: 10, 1: 7, 2: 5, 3: 1, 4: 2}",0
1373,False,"{'a': 0.5, 'e': 1.0}",25,16,-10.900507513884625,"{0: 6, 1: 1, 2: 2, 3: 0, 4: 0}",1
1374,False,"{'a': 0.5, 'e': 1.0}",20,0,-128.9545379015021,"{0: 9, 1: 1, 2: 9, 3: 0, 4: 1}",0
1375,False,"{'a': 0.5, 'e': 1.0}",20,0,-58.59011214983319,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
1376,False,"{'a': 0.5, 'e': 1.0}",25,13,-17.059874343278445,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
1377,False,"{'a': 0.5, 'e': 1.0}",20,0,-93.3253100861186,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
1378,False,"{'a': 0.5, 'e': 1.0}",30,0,-165.0774948486605,"{0: 17, 1: 3, 2: 7, 3: 1, 4: 2}",1
1379,False,"{'a': 0.5, 'e': 1.0}",20,0,-162.5715997123043,"{0: 9, 1: 3, 2: 4, 3: 2, 4: 2}",0
1380,False,"{'a': 0.5, 'e': 1.0}",25,7,-20.201030261745963,"{0: 12, 1: 5, 2: 1, 3: 0, 4: 0}",1
1381,False,"{'a': 0.5, 'e': 1.0}",30,1,-70.4705806835053,"{0: 19, 1: 4, 2: 5, 3: 1, 4: 0}",1
1382,False,"{'a': 0.5, 'e': 1.0}",35,0,-175.24497215850894,"{0: 21, 1: 4, 2: 6, 3: 2, 4: 2}",0
1383,False,"{'a': 0.5, 'e': 1.0}",20,0,-174.8789324185026,"{0: 8, 1: 6, 2: 3, 3: 0, 4: 3}",0
1384,False,"{'a': 0.5, 'e': 1.0}",20,0,-183.97247585447053,"{0: 8, 1: 4, 2: 5, 3: 0, 4: 3}",0
1385,False,"{'a': 0.5, 'e': 1.0}",30,8,-70.03799147301945,"{0: 15, 1: 1, 2: 4, 3: 2, 4: 0}",1
1386,False,"{'a': 0.5, 'e': 1.0}",30,0,-84.32197272210847,"{0: 20, 1: 4, 2: 4, 3: 2, 4: 0}",0
1387,False,"{'a': 0.5, 'e': 1.0}",25,0,-97.79290943980912,"{0: 16, 1: 4, 2: 3, 3: 1, 4: 1}",0
1388,False,"{'a': 0.5, 'e': 1.0}",20,0,-88.57558861547825,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
1389,False,"{'a': 0.5, 'e': 1.0}",20,0,-28.56615692773305,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
1390,False,"{'a': 0.5, 'e': 1.0}",25,0,-82.73319556171901,"{0: 15, 1: 2, 2: 7, 3: 1, 4: 0}",0
1391,False,"{'a': 0.5, 'e': 1.0}",25,0,-127.75919249318765,"{0: 12, 1: 5, 2: 6, 3: 1, 4: 1}",0
1392,False,"{'a': 0.5, 'e': 1.0}",25,0,-75.39646123157362,"{0: 15, 1: 5, 2: 3, 3: 2, 4: 0}",0
1393,False,"{'a': 0.5, 'e': 1.0}",20,0,-159.7248067646049,"{0: 12, 1: 0, 2: 5, 3: 0, 4: 3}",0
1394,False,"{'a': 0.5, 'e': 1.0}",20,0,-41.2590711389877,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
1395,False,"{'a': 0.5, 'e': 1.0}",20,0,-84.6507075158849,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
1396,False,"{'a': 0.5, 'e': 1.0}",20,0,-114.43415395669315,"{0: 12, 1: 1, 2: 4, 3: 2, 4: 1}",0
1397,False,"{'a': 0.5, 'e': 1.0}",25,0,-120.00102811799411,"{0: 17, 1: 3, 2: 2, 3: 1, 4: 2}",0
1398,False,"{'a': 0.5, 'e': 1.0}",20,0,-94.64780053660783,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
1399,False,"{'a': 0.5, 'e': 1.0}",30,0,-175.32452047847843,"{0: 19, 1: 0, 2: 6, 3: 3, 4: 2}",0
1400,False,"{'a': 0.5, 'e': 1.0}",25,0,-168.20525590152553,"{0: 12, 1: 6, 2: 4, 3: 0, 4: 3}",0
1401,False,"{'a': 0.5, 'e': 1.0}",30,0,-224.37974154790462,"{0: 15, 1: 6, 2: 5, 3: 0, 4: 4}",0
1402,False,"{'a': 0.5, 'e': 1.0}",20,0,-192.96394668873467,"{0: 10, 1: 0, 2: 6, 3: 1, 4: 3}",0
1403,False,"{'a': 0.5, 'e': 1.0}",20,0,-101.22146380323902,"{0: 10, 1: 4, 2: 5, 3: 0, 4: 1}",0
1404,False,"{'a': 0.5, 'e': 1.0}",20,0,-164.32536789632846,"{0: 13, 1: 0, 2: 2, 3: 2, 4: 3}",0
1405,False,"{'a': 0.5, 'e': 1.0}",20,0,-56.315772098344915,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
1406,False,"{'a': 0.5, 'e': 1.0}",20,0,-153.63893274915256,"{0: 11, 1: 3, 2: 3, 3: 0, 4: 3}",0
1407,False,"{'a': 0.5, 'e': 1.0}",20,0,-38.09740584255535,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
1408,False,"{'a': 0.5, 'e': 1.0}",35,0,-213.60795817735766,"{0: 18, 1: 2, 2: 10, 3: 4, 4: 1}",0
1409,False,"{'a': 0.5, 'e': 1.0}",25,0,-99.37509644356436,"{0: 15, 1: 5, 2: 3, 3: 1, 4: 1}",0
1410,False,"{'a': 0.5, 'e': 1.0}",25,0,-174.97988562836863,"{0: 12, 1: 3, 2: 7, 3: 1, 4: 2}",0
1411,False,"{'a': 0.5, 'e': 1.0}",25,0,-57.04854912507243,"{0: 19, 1: 0, 2: 4, 3: 2, 4: 0}",0
1412,False,"{'a': 0.5, 'e': 1.0}",20,0,-111.32649922595803,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
1413,False,"{'a': 0.5, 'e': 1.0}",25,0,-144.02735423422408,"{0: 12, 1: 2, 2: 9, 3: 1, 4: 1}",0
1414,False,"{'a': 0.5, 'e': 1.0}",25,0,-77.57229279055133,"{0: 13, 1: 7, 2: 4, 3: 1, 4: 0}",0
1415,False,"{'a': 0.5, 'e': 1.0}",20,0,-26.33046278135543,"{0: 13, 1: 6, 2: 1, 3: 0, 4: 0}",0
1416,False,"{'a': 0.5, 'e': 1.0}",20,14,-17.426854738585135,"{0: 4, 1: 1, 2: 0, 3: 1, 4: 0}",1
1417,False,"{'a': 0.5, 'e': 1.0}",20,0,-71.40193221952772,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
1418,False,"{'a': 0.5, 'e': 1.0}",20,0,-153.42166123762152,"{0: 9, 1: 2, 2: 6, 3: 1, 4: 2}",0
1419,False,"{'a': 0.5, 'e': 1.0}",20,0,-46.97914263560489,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
1420,False,"{'a': 0.5, 'e': 1.0}",25,0,-75.97308883697961,"{0: 19, 1: 0, 2: 4, 3: 1, 4: 1}",0
1421,False,"{'a': 0.5, 'e': 1.0}",20,0,-125.65325772079845,"{0: 8, 1: 5, 2: 5, 3: 1, 4: 1}",0
1422,False,"{'a': 0.5, 'e': 1.0}",20,0,-94.37710760349063,"{0: 9, 1: 7, 2: 3, 3: 0, 4: 1}",0
1423,False,"{'a': 0.5, 'e': 1.0}",25,0,-131.15792948798838,"{0: 16, 1: 0, 2: 6, 3: 2, 4: 1}",0
1424,False,"{'a': 0.5, 'e': 1.0}",25,0,-149.94079301071537,"{0: 16, 1: 2, 2: 4, 3: 0, 4: 3}",0
1425,False,"{'a': 0.5, 'e': 1.0}",20,0,-67.56196421816199,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
1426,False,"{'a': 0.5, 'e': 1.0}",30,0,-149.48290314224607,"{0: 21, 1: 1, 2: 4, 3: 2, 4: 2}",0
1427,False,"{'a': 0.5, 'e': 1.0}",25,0,-93.33752161293195,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 2}",0
1428,False,"{'a': 0.5, 'e': 1.0}",25,0,-76.41485834222,"{0: 15, 1: 4, 2: 5, 3: 1, 4: 0}",0
1429,False,"{'a': 0.5, 'e': 1.0}",25,0,-107.75821564138985,"{0: 14, 1: 5, 2: 4, 3: 1, 4: 1}",0
1430,False,"{'a': 0.5, 'e': 1.0}",25,0,-126.63533467953239,"{0: 13, 1: 6, 2: 3, 3: 2, 4: 1}",0
1431,False,"{'a': 0.5, 'e': 1.0}",25,0,-124.66858446812952,"{0: 15, 1: 4, 2: 4, 3: 0, 4: 2}",0
1432,False,"{'a': 0.5, 'e': 1.0}",20,0,-97.45181475807134,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
1433,False,"{'a': 0.5, 'e': 1.0}",25,0,-136.33276600702646,"{0: 14, 1: 3, 2: 6, 3: 0, 4: 2}",0
1434,False,"{'a': 0.5, 'e': 1.0}",20,1,-80.7228505950881,"{0: 10, 1: 3, 2: 4, 3: 2, 4: 0}",1
1435,False,"{'a': 0.5, 'e': 1.0}",25,0,-102.18147161188399,"{0: 15, 1: 4, 2: 5, 3: 0, 4: 1}",0
1436,False,"{'a': 0.5, 'e': 1.0}",20,5,-63.3985779088354,"{0: 9, 1: 3, 2: 2, 3: 0, 4: 1}",1
1437,False,"{'a': 0.5, 'e': 1.0}",25,0,-122.04654410418097,"{0: 13, 1: 4, 2: 6, 3: 1, 4: 1}",0
1438,False,"{'a': 0.5, 'e': 1.0}",30,0,-197.85271450693955,"{0: 15, 1: 4, 2: 7, 3: 2, 4: 2}",0
1439,False,"{'a': 0.5, 'e': 1.0}",20,0,-40.646957263735004,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
1440,False,"{'a': 0.5, 'e': 1.0}",20,0,-167.5843749857908,"{0: 11, 1: 2, 2: 3, 3: 1, 4: 3}",0
1441,False,"{'a': 0.5, 'e': 1.0}",20,0,-118.05599560012793,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 2}",0
1442,False,"{'a': 0.5, 'e': 1.0}",20,0,-167.054290151838,"{0: 10, 1: 5, 2: 1, 3: 1, 4: 3}",0
1443,False,"{'a': 0.5, 'e': 1.0}",35,0,-256.1932199835309,"{0: 19, 1: 5, 2: 5, 3: 2, 4: 4}",0
1444,False,"{'a': 0.5, 'e': 1.0}",30,0,-192.25246014183222,"{0: 14, 1: 6, 2: 7, 3: 1, 4: 2}",0
1445,False,"{'a': 0.5, 'e': 1.0}",25,0,-98.33297099263059,"{0: 14, 1: 5, 2: 5, 3: 0, 4: 1}",0
1446,False,"{'a': 0.5, 'e': 1.0}",20,0,-135.54273585205723,"{0: 11, 1: 1, 2: 6, 3: 0, 4: 2}",0
1447,False,"{'a': 0.5, 'e': 1.0}",20,0,-99.50951453615022,"{0: 13, 1: 1, 2: 3, 3: 2, 4: 1}",0
1448,False,"{'a': 0.5, 'e': 1.0}",20,0,-125.20684558722282,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 2}",0
